id,web_name,team_name,team_short_name,position,price,selected_by_percent,total_points,minutes,goals_scored,assists,form,points_per_game,ict_index,influence,creativity,threat,status,news,chance_of_playing_next_round,availability,opponent,home,fixture_difficulty,fixture_adjustment,base_projection,projected_points,value
426,B.Fernandes,Man Utd,MUN,MID,12.0,48.5,235,3065,9,24,0.0,6.7,381.4,1258.0,1938.5,614.0,a,,,1.0,HUL,False,,1.0,78.29,78.29,6.524166666666667
411,Haaland,Man City,MCI,FWD,15.5,74.2,239,2953,27,8,0.0,6.8,302.3,1180.4,320.1,1520.0,a,,,1.0,BOU,True,,1.0,62.50000000000001,62.50000000000001,4.03225806451613
155,Enzo,Chelsea,CHE,MID,7.0,5.5,157,3114,10,5,0.0,4.4,264.6,835.6,1063.2,747.0,a,,,1.0,FUL,False,,1.0,54.24000000000001,54.24000000000001,7.74857142857143
368,Szoboszlai,Liverpool,LIV,MID,7.0,45.8,160,3232,6,7,0.0,4.4,260.9,867.8,1324.6,417.0,a,,,1.0,NEW,False,,1.0,53.5,53.5,7.642857142857143
397,Semenyo,Man City,MCI,MID,8.5,24.2,202,3200,17,6,0.0,5.5,257.7,923.2,607.4,1047.0,a,,,1.0,BOU,True,,1.0,53.19,53.19,6.25764705882353
106,Thiago,Brentford,BRE,FWD,8.0,16.0,181,3282,22,1,0.0,4.8,256.9,1019.4,382.5,1170.0,a,,,1.0,TOT,True,,1.0,52.81999999999999,52.81999999999999,6.602499999999999
480,Gibbs-White,Nott'm Forest,NFO,MID,8.0,11.6,188,3101,15,4,0.0,5.1,242.5,843.8,747.7,836.0,a,,,1.0,LEE,True,,1.0,50.03,50.03,6.25375
40,Rogers,Chelsea,CHE,MID,7.5,28.4,169,3280,10,8,0.0,4.6,232.0,746.2,706.2,871.0,a,,,1.0,FUL,False,,1.0,47.78000000000001,47.78000000000001,6.370666666666668
12,Saka,Arsenal,ARS,MID,9.5,10.7,157,2218,7,10,0.0,5.1,230.6,627.0,847.6,828.0,a,,,1.0,COV,True,,1.0,47.650000000000006,47.650000000000006,5.015789473684211
427,Mbeumo,Man Utd,MUN,MID,8.0,21.2,148,2611,11,3,0.0,4.5,231.4,628.8,803.1,882.0,a,,,1.0,HUL,False,,1.0,47.63,47.63,5.95375
55,Watkins,Aston Villa,AVL,FWD,8.0,12.7,167,2833,16,4,0.0,4.5,225.2,720.2,330.9,1206.0,a,,,1.0,BHA,False,,1.0,46.39,46.39,5.79875
481,Anderson,Man City,MCI,MID,6.5,11.9,180,3332,4,5,0.0,4.7,219.0,915.2,961.5,310.0,a,,,1.0,BOU,True,,1.0,45.21,45.21,6.955384615384616
399,Cherki,Man City,MCI,MID,7.5,9.1,135,1772,4,13,0.0,4.1,218.1,604.2,996.6,579.0,a,,,1.0,BOU,True,,1.0,44.85,44.85,5.98
13,Rice,Arsenal,ARS,MID,7.5,22.3,184,3093,4,9,0.0,5.1,215.4,827.2,1027.4,298.0,a,,,1.0,COV,True,,1.0,44.61000000000001,44.61000000000001,5.948000000000001
165,João Pedro,Chelsea,CHE,FWD,7.5,55.1,177,2658,15,9,0.0,5.1,212.1,758.4,456.6,909.0,a,,,1.0,FUL,False,,1.0,43.95,43.95,5.86
366,Wirtz,Liverpool,LIV,MID,7.5,13.1,125,2374,5,4,0.0,3.8,210.0,526.4,908.2,665.0,a,,,1.0,NEW,False,,1.0,43.14,43.14,5.752
68,Tavernier,Bournemouth,BOU,MID,6.0,1.9,137,2732,7,4,0.0,4.0,207.9,656.8,816.6,605.0,a,,,1.0,MCI,False,,1.0,42.78000000000001,42.78000000000001,7.130000000000002
367,Gakpo,Liverpool,LIV,MID,7.0,3.4,131,2736,7,5,0.0,3.6,208.4,540.4,714.7,831.0,a,,,1.0,NEW,False,,1.0,42.760000000000005,42.760000000000005,6.108571428571429
452,Bruno G.,Newcastle,NEW,MID,7.0,10.1,154,2456,9,7,0.0,5.3,202.9,782.4,756.7,488.0,a,,,1.0,LIV,True,,1.0,42.17,42.17,6.024285714285715
428,Cunha,Man Utd,MUN,MID,8.0,13.3,143,2493,10,4,0.0,4.3,202.5,675.8,545.4,801.0,a,,,1.0,HUL,False,,1.0,41.79,41.79,5.22375
400,Doku,Man City,MCI,MID,7.5,6.4,120,1773,5,8,0.0,4.0,202.5,540.2,841.6,645.0,a,,,1.0,BOU,True,,1.0,41.7,41.7,5.5600000000000005
398,Foden,Man City,MCI,MID,7.0,7.0,131,2078,7,5,0.0,4.0,201.9,583.2,918.8,520.0,a,,,1.0,BOU,True,,1.0,41.580000000000005,41.580000000000005,5.94
260,Wilson,Leeds,LEE,MID,6.5,8.3,168,2674,10,9,0.0,4.7,196.9,707.2,661.1,601.0,a,,,1.0,NFO,False,,1.0,40.79,40.79,6.275384615384615
346,Calvert-Lewin,Leeds,LEE,FWD,6.0,24.3,142,2721,14,2,0.0,4.1,194.7,619.6,311.1,1026.0,a,,,1.0,NFO,False,,1.0,40.169999999999995,40.169999999999995,6.694999999999999
335,Stach,Leeds,LEE,MID,6.0,1.2,137,2369,5,6,0.0,4.7,188.8,650.0,921.4,315.0,a,,,1.0,NFO,False,,1.0,39.17,39.17,6.528333333333333
356,Virgil,Liverpool,LIV,DEF,6.5,16.5,175,3420,6,1,0.0,4.6,187.6,1169.4,215.9,490.0,a,,,1.0,NEW,False,,1.0,38.900000000000006,38.900000000000006,5.984615384615386
542,E.Le Fée,Sunderland,SUN,MID,6.0,12.8,147,2930,5,6,0.0,4.1,186.9,725.8,816.4,324.0,a,,,1.0,IPS,False,,1.0,38.61,38.61,6.435
156,Neto,Chelsea,CHE,MID,6.5,1.3,125,2629,5,7,0.0,3.7,186.7,523.0,836.2,505.0,a,,,1.0,FUL,False,,1.0,38.449999999999996,38.449999999999996,5.915384615384615
122,Minteh,Brighton,BHA,MID,6.0,0.7,117,2389,3,8,0.0,3.4,180.3,491.8,691.4,617.0,a,,,1.0,AVL,True,,1.0,37.080000000000005,37.080000000000005,6.180000000000001
499,Pedro Porro,Spurs,TOT,DEF,5.5,23.4,117,2793,1,3,0.0,3.4,177.5,690.2,881.7,202.0,a,,,1.0,BRE,False,,1.0,36.52,36.52,6.640000000000001
469,N.Williams,Nott'm Forest,NFO,DEF,5.0,12.4,128,3203,2,3,0.0,3.5,175.6,804.0,572.3,380.0,a,,,1.0,LEE,True,,1.0,36.169999999999995,36.169999999999995,7.233999999999999
94,Schade,Brentford,BRE,MID,6.0,2.1,125,2744,8,5,0.0,3.6,172.8,536.8,380.1,821.0,a,,,1.0,TOT,True,,1.0,35.64,35.64,5.94
498,Senesi,Spurs,TOT,DEF,6.0,10.6,175,3288,0,6,0.0,4.7,168.6,1114.4,367.8,201.0,a,,,1.0,BRE,False,,1.0,35.129999999999995,35.129999999999995,5.8549999999999995
236,Dewsbury-Hall,Everton,EVE,MID,6.5,3.8,151,2629,8,7,0.0,4.9,166.0,619.4,601.1,438.0,a,,,1.0,CRY,True,,1.0,34.67,34.67,5.333846153846154
136,Welbeck,Chelsea,CHE,FWD,6.0,2.6,126,2249,13,1,0.0,3.4,168.2,578.8,309.7,803.0,a,,,1.0,FUL,False,,1.0,34.660000000000004,34.660000000000004,5.776666666666667
229,Tarkowski,Everton,EVE,DEF,6.0,9.8,170,3330,2,3,0.0,4.6,165.7,995.6,235.6,422.0,a,,,1.0,CRY,True,,1.0,34.52,34.52,5.753333333333334
237,Ndiaye,Everton,EVE,MID,6.0,15.7,128,2781,6,3,0.0,4.0,166.5,605.8,479.2,578.0,a,,,1.0,CRY,True,,1.0,34.50000000000001,34.50000000000001,5.750000000000001
387,O'Reilly,Man City,MCI,DEF,6.5,22.4,160,2643,5,4,0.0,4.7,164.1,653.8,413.9,573.0,a,,,1.0,BOU,True,,1.0,34.23,34.23,5.266153846153846
527,Richarlison,Spurs,TOT,FWD,6.0,2.0,119,1954,11,4,0.0,3.7,165.2,602.6,239.6,815.0,a,,,1.0,BRE,False,,1.0,34.15,34.15,5.691666666666666
95,O.Dango,Brentford,BRE,MID,6.5,1.4,136,2271,7,8,0.0,4.2,162.8,509.8,422.8,702.0,a,,,1.0,TOT,True,,1.0,33.82,33.82,5.203076923076923
61,Truffert,Bournemouth,BOU,DEF,5.5,4.8,165,3378,1,6,0.0,4.3,162.6,857.0,574.2,194.0,a,,,1.0,MCI,False,,1.0,33.81,33.81,6.147272727272727
388,Guéhi,Man City,MCI,DEF,6.0,23.4,179,3150,3,5,0.0,5.1,160.9,901.6,304.6,402.0,a,,,1.0,BOU,True,,1.0,33.71,33.71,5.618333333333333
431,Amad,Man Utd,MUN,MID,6.0,1.6,91,2339,2,5,0.0,2.8,163.5,436.6,596.1,600.0,a,,,1.0,HUL,False,,1.0,33.540000000000006,33.540000000000006,5.590000000000001
261,Iwobi,Fulham,FUL,MID,5.5,0.9,103,2420,4,3,0.0,3.6,159.4,511.2,739.4,343.0,a,,,1.0,CHE,True,,1.0,32.96,32.96,5.992727272727273
25,Gyökeres,Arsenal,ARS,FWD,7.5,13.1,128,2217,14,1,0.0,3.6,157.5,539.6,271.7,772.0,a,,,1.0,COV,True,,1.0,32.58,32.58,4.343999999999999
79,Evanilson,Bournemouth,BOU,FWD,6.0,2.0,115,2741,6,7,0.0,3.2,155.5,350.6,397.9,809.0,a,,,1.0,MCI,False,,1.0,32.06,32.06,5.343333333333334
96,Damsgaard,Brentford,BRE,MID,5.5,0.7,113,2046,4,4,0.0,3.4,155.0,530.6,691.3,326.0,a,,,1.0,TOT,True,,1.0,32.02,32.02,5.821818181818182
112,Van Hecke,Spurs,TOT,DEF,5.0,8.4,148,3210,3,3,0.0,4.1,152.0,980.6,240.4,295.0,a,,,1.0,BRE,False,,1.0,31.630000000000003,31.630000000000003,6.3260000000000005
223,Mateta,Crystal Palace,CRY,FWD,6.5,6.7,114,2210,12,0,0.0,3.6,150.8,567.2,160.6,786.0,a,,,1.0,EVE,False,,1.0,31.240000000000002,31.240000000000002,4.806153846153847
154,Palmer,Chelsea,CHE,MID,9.5,11.5,114,1954,10,2,0.0,4.4,147.7,536.6,393.6,547.0,a,,,1.0,FUL,False,,1.0,30.86,30.86,3.248421052631579
525,Fernandes,Spurs,TOT,MID,6.0,3.2,135,3017,3,4,0.0,3.8,146.3,657.2,622.8,183.0,a,,,1.0,BRE,False,,1.0,30.400000000000006,30.400000000000006,5.066666666666667
337,Aaronson,Leeds,LEE,MID,5.5,0.8,126,2449,4,8,0.0,3.4,146.7,482.8,486.7,498.0,a,,,1.0,NFO,False,,1.0,30.36,30.36,5.52
453,Barnes,Newcastle,NEW,MID,6.0,1.2,106,1951,7,1,0.0,2.9,147.0,404.0,387.5,682.0,a,,,1.0,LIV,True,,1.0,30.270000000000003,30.270000000000003,5.045000000000001
201,Muñoz,Crystal Palace,CRY,DEF,5.5,11.5,136,2400,4,4,0.0,4.7,139.5,595.0,396.6,404.0,a,,,1.0,EVE,False,,1.0,29.310000000000002,29.310000000000002,5.329090909090909
371,Gravenberch,Liverpool,LIV,MID,6.0,2.0,144,2991,5,5,0.0,4.0,140.1,687.0,497.2,220.0,a,,,1.0,NEW,False,,1.0,29.22,29.22,4.87
211,Yeremy,Crystal Palace,CRY,MID,5.5,0.2,77,2074,2,2,0.0,2.3,141.4,325.8,718.4,371.0,a,,,1.0,EVE,False,,1.0,28.970000000000002,28.970000000000002,5.2672727272727276
69,Scott,Bournemouth,BOU,MID,6.0,1.6,136,2848,3,2,0.0,3.7,139.0,597.2,482.0,314.0,a,,,1.0,MCI,False,,1.0,28.91,28.91,4.818333333333333
210,Wharton,Crystal Palace,CRY,MID,5.5,0.3,112,2552,1,6,0.0,3.3,139.6,494.4,720.0,180.0,a,,100.0,1.0,EVE,False,,1.0,28.91,28.91,5.256363636363637
389,Matheus N.,Man City,MCI,DEF,6.0,4.8,154,2861,1,8,0.0,4.5,137.6,696.0,545.0,131.0,a,,,1.0,BOU,True,,1.0,28.87,28.87,4.8116666666666665
445,Thiaw,Newcastle,NEW,DEF,5.0,2.0,126,2963,4,0,0.0,3.6,138.9,868.0,114.3,409.0,a,,,1.0,LIV,True,,1.0,28.86,28.86,5.772
372,Mac Allister,Liverpool,LIV,MID,5.5,1.9,108,2654,2,5,0.0,2.9,139.9,475.4,562.2,365.0,a,,,1.0,NEW,False,,1.0,28.850000000000005,28.850000000000005,5.245454545454546
544,Xhaka,Sunderland,SUN,MID,5.5,5.5,124,2901,1,6,0.0,3.6,138.1,685.0,595.3,101.0,a,,,1.0,IPS,False,,1.0,28.700000000000003,28.700000000000003,5.218181818181819
32,Cash,Aston Villa,AVL,DEF,4.5,7.9,117,3016,3,3,0.0,3.3,137.5,643.0,510.7,221.0,a,,,1.0,BHA,False,,1.0,28.49,28.49,6.3311111111111105
45,McGinn,Aston Villa,AVL,MID,5.5,2.7,103,2136,5,4,0.0,3.4,137.3,459.8,605.3,309.0,a,,,1.0,BHA,False,,1.0,28.480000000000004,28.480000000000004,5.178181818181819
208,Sarr,Crystal Palace,CRY,MID,6.5,8.7,117,2173,9,2,0.0,4.2,135.1,479.8,269.4,601.0,a,,,1.0,EVE,False,,1.0,28.28,28.28,4.350769230769231
204,Mitchell,Crystal Palace,CRY,DEF,4.5,6.8,135,3253,1,3,0.0,3.6,136.0,649.0,467.3,241.0,a,,,1.0,EVE,False,,1.0,28.28,28.28,6.2844444444444445
491,Igor Jesus,Nott'm Forest,NFO,FWD,6.0,5.1,114,2293,6,6,0.0,3.1,136.4,420.6,240.7,726.0,a,,,1.0,LEE,True,,1.0,28.21,28.21,4.701666666666667
84,Collins,Brentford,BRE,DEF,5.5,2.0,129,2971,1,2,0.0,3.7,131.9,848.6,143.8,325.0,a,,,1.0,TOT,True,,1.0,27.490000000000002,27.490000000000002,4.998181818181819
482,Hudson-Odoi,Nott'm Forest,NFO,MID,6.0,0.1,88,1838,3,4,0.0,2.9,130.6,366.6,611.7,330.0,a,,100.0,1.0,LEE,True,,1.0,26.990000000000002,26.990000000000002,4.498333333333334
4,Gabriel,Arsenal,ARS,DEF,8.0,26.5,209,2750,3,5,0.0,6.5,125.0,824.0,128.5,298.0,a,,,1.0,COV,True,,1.0,26.95,26.95,3.36875
124,Groß,Brighton,BHA,MID,5.5,9.5,78,1636,1,6,0.0,4.1,128.5,397.2,668.2,220.0,a,,,1.0,AVL,True,,1.0,26.930000000000003,26.930000000000003,4.896363636363637
19,Zubimendi,Arsenal,ARS,MID,5.5,1.5,133,2991,5,1,0.0,3.5,126.2,603.2,385.1,271.0,a,,,1.0,COV,True,,1.0,26.290000000000003,26.290000000000003,4.78
97,Jensen,Brentford,BRE,MID,5.5,0.1,98,2239,3,2,0.0,2.7,126.9,435.6,632.7,201.0,a,,,1.0,TOT,True,,1.0,26.19,26.19,4.761818181818182
200,Lacroix,Chelsea,CHE,DEF,6.0,11.7,154,3085,1,2,0.0,4.4,124.3,822.0,106.4,316.0,a,,,1.0,FUL,False,,1.0,26.18,26.18,4.363333333333333
248,Beto,Everton,EVE,FWD,5.5,3.2,104,1551,9,1,0.0,2.8,124.5,445.8,159.8,655.0,a,,,1.0,CRY,True,,1.0,25.740000000000002,25.740000000000002,4.680000000000001
113,F.Kadıoğlu,Brighton,BHA,DEF,4.5,2.9,118,3130,1,2,0.0,3.2,123.7,505.0,444.8,284.0,a,,,1.0,AVL,True,,1.0,25.700000000000003,25.700000000000003,5.711111111111112
532,Ballard,Sunderland,SUN,DEF,5.0,3.9,116,2144,2,2,0.0,4.0,121.5,662.8,181.2,370.0,a,,,1.0,IPS,False,,1.0,25.5,25.5,5.1
88,Kayode,Brentford,BRE,DEF,4.5,3.8,113,3258,1,2,0.0,3.1,121.7,613.8,470.2,130.0,a,,,1.0,TOT,True,,1.0,25.270000000000003,25.270000000000003,5.615555555555556
415,Dorgu,Man Utd,MUN,MID,6.0,1.7,95,1440,4,4,0.0,3.7,120.3,469.0,394.2,341.0,a,,,1.0,HUL,False,,1.0,25.17,25.17,4.195
41,Buendía,Aston Villa,AVL,MID,6.0,0.9,102,1753,6,2,0.0,2.8,121.4,427.0,402.1,398.0,a,,,1.0,BHA,False,,1.0,25.12,25.12,4.1866666666666665
484,Hutchinson,Nott'm Forest,NFO,MID,5.5,0.2,82,1676,1,7,0.0,2.6,121.6,333.6,527.1,356.0,a,,,1.0,LEE,True,,1.0,25.1,25.1,4.5636363636363635
534,Hume,Sunderland,SUN,DEF,4.5,3.4,110,3032,2,1,0.0,2.9,120.9,547.8,421.3,248.0,a,,,1.0,IPS,False,,1.0,25.050000000000004,25.050000000000004,5.566666666666667
417,Dalot,Man Utd,MUN,DEF,5.0,3.1,111,2609,1,6,0.0,3.3,119.6,535.8,458.5,202.0,a,,,1.0,HUL,False,,1.0,24.91,24.91,4.982
127,Gomez,Brighton,BHA,MID,5.0,1.9,97,2117,5,1,0.0,3.0,119.0,438.2,319.7,432.0,a,,,1.0,AVL,True,,1.0,24.7,24.7,4.9399999999999995
463,Woltemade,Newcastle,NEW,FWD,6.0,1.7,108,1896,8,4,0.0,3.3,117.5,447.2,314.4,425.0,a,,,1.0,LIV,True,,1.0,24.49,24.49,4.081666666666666
449,Hall,Newcastle,NEW,DEF,5.0,4.0,79,2176,1,2,0.0,2.6,118.0,550.2,433.6,196.0,a,,,1.0,LIV,True,,1.0,24.380000000000003,24.380000000000003,4.876
336,Okafor,Leeds,LEE,MID,6.0,0.7,109,1553,8,3,0.0,3.9,115.0,438.8,275.0,435.0,a,,,1.0,NFO,False,,1.0,24.17,24.17,4.028333333333333
338,Ampadu,Leeds,LEE,MID,5.5,1.6,134,3119,1,4,0.0,3.8,114.7,592.2,384.8,166.0,a,,,1.0,NFO,False,,1.0,24.080000000000002,24.080000000000002,4.378181818181819
14,Eze,Arsenal,ARS,MID,6.5,3.2,113,1885,7,3,0.0,3.4,115.1,393.4,305.7,455.0,a,,,1.0,COV,True,,1.0,24.04,24.04,3.6984615384615385
328,Struijk,Brighton,BHA,DEF,5.0,0.5,108,2935,0,1,0.0,3.2,113.1,697.4,161.5,272.0,a,,,1.0,AVL,True,,1.0,23.580000000000002,23.580000000000002,4.716
231,Keane,Everton,EVE,DEF,5.0,1.6,131,2588,3,1,0.0,4.0,111.7,770.4,47.4,299.0,a,,,1.0,CRY,True,,1.0,23.540000000000003,23.540000000000003,4.708
125,Georginio,Brighton,BHA,FWD,5.5,0.9,87,1776,3,5,0.0,2.7,113.5,338.6,349.5,448.0,a,,,1.0,AVL,True,,1.0,23.51,23.51,4.274545454545454
43,Tielemans,Man Utd,MUN,MID,6.0,1.0,68,1857,0,4,0.0,2.7,113.1,432.0,513.6,184.0,a,,100.0,1.0,HUL,False,,1.0,23.43,23.43,3.905
455,Tonali,Spurs,TOT,MID,5.5,4.2,81,2534,0,2,0.0,2.3,113.4,398.0,534.1,198.0,a,,,1.0,BRE,False,,1.0,23.370000000000005,23.370000000000005,4.24909090909091
404,Reijnders,Man City,MCI,MID,6.0,0.4,92,1623,5,3,0.0,3.3,111.2,340.0,347.8,435.0,a,,,1.0,BOU,True,,1.0,23.23,23.23,3.8716666666666666
159,Caicedo,Chelsea,CHE,MID,5.5,4.0,110,2796,3,1,0.0,3.3,109.2,562.4,403.1,128.0,a,,,1.0,FUL,False,,1.0,22.830000000000002,22.830000000000002,4.150909090909091
144,Gusto,Chelsea,CHE,DEF,5.0,1.1,96,2255,2,3,0.0,2.8,109.8,443.6,448.5,205.0,a,,,1.0,FUL,False,,1.0,22.8,22.8,4.5600000000000005
329,Rodon,Leeds,LEE,DEF,4.5,1.9,109,2952,2,0,0.0,3.1,109.1,707.2,137.3,242.0,a,,,1.0,NFO,False,,1.0,22.75,22.75,5.055555555555555
202,Richards,Crystal Palace,CRY,DEF,5.0,0.8,128,2825,1,0,0.0,3.9,107.6,727.2,159.6,185.0,a,,,1.0,EVE,False,,1.0,22.689999999999998,22.689999999999998,4.537999999999999
232,O'Brien,Everton,EVE,DEF,5.0,0.5,116,3118,1,3,0.0,3.1,107.5,582.8,282.9,206.0,a,,,1.0,CRY,True,,1.0,22.43,22.43,4.486
142,James,Chelsea,CHE,DEF,5.5,7.9,115,1957,2,6,0.0,4.0,106.1,459.0,483.7,116.0,a,,,1.0,FUL,False,,1.0,22.419999999999998,22.419999999999998,4.076363636363636
439,Šeško,Man Utd,MUN,FWD,7.0,2.5,111,1630,11,2,0.0,3.7,143.4,483.8,156.1,803.0,d,Shin injury - 75% chance of playing,75.0,0.75,HUL,False,,1.0,29.790000000000003,22.3425,3.1917857142857144
85,Van den Berg,Brentford,BRE,DEF,5.0,0.7,113,2761,0,3,0.0,3.5,106.3,659.0,98.0,305.0,a,,,1.0,TOT,True,,1.0,22.310000000000002,22.310000000000002,4.462000000000001
514,Tel,Spurs,TOT,MID,6.0,0.4,78,1334,4,2,0.0,2.5,107.6,303.4,457.2,312.0,a,,,1.0,BRE,False,,1.0,22.27,22.27,3.7116666666666664
86,Lewis-Potter,Brentford,BRE,MID,5.5,0.5,115,1960,3,4,0.0,3.2,106.4,378.2,332.2,353.0,a,,,1.0,TOT,True,,1.0,22.240000000000002,22.240000000000002,4.043636363636364
552,Brobbey,Sunderland,SUN,FWD,6.0,18.3,92,1920,7,2,0.0,3.0,106.7,333.4,200.5,552.0,a,,,1.0,IPS,False,,1.0,22.240000000000002,22.240000000000002,3.706666666666667
457,J.Murphy,Newcastle,NEW,MID,6.0,0.2,82,1606,3,2,0.0,2.5,106.0,330.8,393.7,346.0,a,,,1.0,LIV,True,,1.0,21.950000000000003,21.950000000000003,3.6583333333333337
15,Ødegaard,Arsenal,ARS,MID,6.5,2.9,74,1363,1,7,0.0,3.1,104.4,311.8,564.4,168.0,a,,,1.0,COV,True,,1.0,21.810000000000002,21.810000000000002,3.3553846153846156
373,C.Jones,Liverpool,LIV,MID,5.5,0.1,81,1923,1,3,0.0,2.4,104.6,407.4,412.1,227.0,a,,,1.0,NEW,False,,1.0,21.64,21.64,3.9345454545454546
74,Brooks,Bournemouth,BOU,MID,5.0,0.2,59,1188,1,3,0.0,1.9,104.1,236.2,384.5,434.0,a,,,1.0,MCI,False,,1.0,21.39,21.39,4.2780000000000005
233,Mykolenko,Everton,EVE,DEF,4.5,1.3,95,2959,0,1,0.0,2.9,102.3,559.2,394.1,71.0,a,,,1.0,CRY,True,,1.0,21.330000000000002,21.330000000000002,4.74
54,Gomes,Aston Villa,AVL,MID,5.5,0.3,85,2207,1,1,0.0,3.0,102.0,486.6,353.4,176.0,a,,,1.0,BHA,False,,1.0,21.3,21.3,3.872727272727273
249,Barry,Everton,EVE,FWD,5.5,0.9,95,1898,8,0,0.0,2.5,102.5,341.0,207.7,501.0,a,,,1.0,CRY,True,,1.0,21.25,21.25,3.8636363636363638
262,Smith Rowe,Fulham,FUL,MID,5.5,0.4,80,1909,3,1,0.0,2.2,102.6,291.6,330.0,404.0,a,,,1.0,CHE,True,,1.0,21.18,21.18,3.850909090909091
16,Madueke,Arsenal,ARS,MID,6.5,0.4,72,1205,3,1,0.0,2.8,101.3,257.4,352.8,404.0,a,,,1.0,COV,True,,1.0,21.1,21.1,3.246153846153846
143,Chalobah,Chelsea,CHE,DEF,5.5,1.9,136,2780,3,1,0.0,4.0,99.1,719.2,111.2,160.0,a,,,1.0,FUL,False,,1.0,21.02,21.02,3.821818181818182
533,Mukiele,Sunderland,SUN,DEF,5.5,6.9,151,2784,3,5,0.0,4.7,132.9,733.6,353.1,242.0,d,Knock - 75% chance of playing,75.0,0.75,IPS,False,,1.0,27.990000000000002,20.9925,3.816818181818182
503,Van de Ven,Spurs,TOT,DEF,5.0,6.8,116,3041,4,1,0.0,3.3,99.6,683.4,95.2,218.0,a,,,1.0,BRE,False,,1.0,20.91,20.91,4.182
330,Bogle,Leeds,LEE,DEF,4.5,0.4,96,2795,1,5,0.0,2.8,100.3,436.0,346.1,218.0,a,,,1.0,NFO,False,,1.0,20.900000000000002,20.900000000000002,4.644444444444445
115,De Cuyper,Brighton,BHA,DEF,4.5,1.3,84,1404,2,3,0.0,2.8,99.9,327.8,516.6,154.0,a,,,1.0,AVL,True,,1.0,20.820000000000004,20.820000000000004,4.626666666666668
160,Garnacho,Aston Villa,AVL,MID,6.0,1.0,56,1261,1,4,0.0,2.3,100.5,211.4,405.3,399.0,a,,,1.0,BHA,False,,1.0,20.790000000000003,20.790000000000003,3.4650000000000003
116,Dunk,Brighton,BHA,DEF,4.5,0.8,100,2837,1,1,0.0,3.0,98.7,649.6,125.5,210.0,a,,,1.0,AVL,True,,1.0,20.64,20.64,4.586666666666667
30,Digne,Aston Villa,AVL,DEF,4.5,1.4,97,1842,0,7,0.0,3.1,98.5,400.2,455.5,130.0,a,,,1.0,BHA,False,,1.0,20.630000000000003,20.630000000000003,4.584444444444445
358,Kerkez,Liverpool,LIV,DEF,5.5,5.4,85,2251,2,1,0.0,2.5,99.4,434.6,415.8,141.0,a,,,1.0,NEW,False,,1.0,20.630000000000003,20.630000000000003,3.7509090909090914
130,Wieffer,Brighton,BHA,DEF,5.0,0.3,94,1901,2,4,0.0,3.6,97.7,477.0,291.1,209.0,a,,,1.0,AVL,True,,1.0,20.620000000000005,20.620000000000005,4.1240000000000006
497,Dubravka,Spurs,TOT,GKP,4.0,23.2,96,3150,0,0,0.0,2.7,97.9,976.4,0.0,0.0,a,,,1.0,BRE,False,,1.0,20.39,20.39,5.0975
423,Shaw,Man Utd,MUN,DEF,4.5,24.5,113,3220,1,1,0.0,3.0,97.4,560.2,314.8,97.0,a,,,1.0,HUL,False,,1.0,20.380000000000003,20.380000000000003,4.52888888888889
238,Grealish,Man City,MCI,MID,6.5,0.2,79,1627,2,6,0.0,4.0,129.2,374.2,520.5,397.0,d,Foot injury - 75% chance of playing,75.0,0.75,BOU,True,,1.0,27.04,20.28,3.12
123,Hinshelwood,Brighton,BHA,MID,6.0,0.3,91,1736,4,5,0.0,3.4,94.8,312.6,228.0,412.0,a,,,1.0,AVL,True,,1.0,19.98,19.98,3.33
109,Verbruggen,Brighton,BHA,GKP,4.5,17.2,130,3420,0,0,0.0,3.4,94.7,935.0,10.0,0.0,a,,,1.0,AVL,True,,1.0,19.96,19.96,4.435555555555556
82,Kelleher,Brentford,BRE,GKP,5.0,5.6,143,3330,0,0,0.0,3.9,93.8,913.8,23.0,0.0,a,,,1.0,TOT,True,,1.0,19.93,19.93,3.9859999999999998
500,Romero,Spurs,TOT,DEF,5.0,1.1,91,1869,4,1,0.0,4.0,93.2,574.8,133.6,223.0,a,,,1.0,BRE,False,,1.0,19.84,19.84,3.968
458,Joelinton,Newcastle,NEW,MID,5.5,0.0,73,1950,2,1,0.0,2.7,95.0,324.4,296.3,329.0,a,,100.0,1.0,LIV,True,,1.0,19.81,19.81,3.6018181818181816
529,Roefs,Sunderland,SUN,GKP,5.0,5.0,136,3150,0,0,0.0,3.9,93.1,881.6,50.0,0.0,a,,,1.0,IPS,False,,1.0,19.79,19.79,3.9579999999999997
267,Lukić,Fulham,FUL,MID,5.0,0.1,67,1730,1,4,0.0,2.6,93.4,317.6,441.6,176.0,a,,,1.0,CHE,True,,1.0,19.460000000000004,19.460000000000004,3.892000000000001
36,Maatsen,Aston Villa,AVL,DEF,4.5,0.6,54,1590,0,1,0.0,1.8,94.3,336.6,373.4,231.0,a,,,1.0,BHA,False,,1.0,19.4,19.4,4.311111111111111
226,Pickford,Everton,EVE,GKP,5.5,8.9,135,3420,0,0,0.0,3.6,90.8,885.2,20.3,2.0,a,,,1.0,CRY,True,,1.0,19.240000000000002,19.240000000000002,3.4981818181818185
265,Berge,Fulham,FUL,MID,5.0,0.4,91,2904,0,3,0.0,2.6,91.0,437.8,365.1,105.0,a,,,1.0,CHE,True,,1.0,18.98,18.98,3.7960000000000003
