id,web_name,photo,team_name,team_short_name,position,price,selected_by_percent,total_points,minutes,goals_scored,assists,form,points_per_game,ict_index,influence,creativity,threat,status,news,chance_of_playing_next_round,availability,opponent,home,fixture_difficulty,fixture_adjustment,base_projection,projected_points,value
209,Johnson,242898.jpg,Crystal Palace,CRY,MID,6.0,0.2,65,1710,2,1,0.0,1.9,75.8,223.4,311.1,230.0,a,,,1.0,EVE,False,,1.0,4.525015923679625,4.53,0.755
397,Semenyo,437730.jpg,Man City,MCI,MID,8.5,26.2,202,3200,17,6,0.0,5.5,257.7,923.2,607.4,1047.0,a,,,1.0,BOU,True,,1.0,4.487482178421835,4.49,0.5282352941176471
223,Mateta,231747.jpg,Crystal Palace,CRY,FWD,6.5,6.6,114,2210,12,0,0.0,3.6,150.8,567.2,160.6,786.0,a,,,1.0,EVE,False,,1.0,4.491116375674603,4.49,0.6907692307692308
14,Eze,232413.jpg,Arsenal,ARS,MID,6.5,3.1,113,1885,7,3,0.0,3.4,115.1,393.4,305.7,455.0,a,,,1.0,COV,True,,1.0,4.4772261926936165,4.48,0.6892307692307693
480,Gibbs-White,222531.jpg,Nott'm Forest,NFO,MID,8.0,11.6,188,3101,15,4,0.0,5.1,242.5,843.8,747.7,836.0,a,,,1.0,LEE,True,,1.0,4.474106770225691,4.47,0.55875
367,Gakpo,243298.jpg,Liverpool,LIV,MID,7.0,3.4,131,2736,7,5,0.0,3.6,208.4,540.4,714.7,831.0,a,,,1.0,NEW,False,,1.0,4.459328795286808,4.46,0.6371428571428571
40,Rogers,244850.jpg,Chelsea,CHE,MID,7.5,27.1,169,3280,10,8,0.0,4.6,232.0,746.2,706.2,871.0,a,,,1.0,FUL,False,,1.0,4.439420743136981,4.44,0.5920000000000001
208,Sarr,232185.jpg,Crystal Palace,CRY,MID,6.5,8.2,117,2173,9,2,0.0,4.2,135.1,479.8,269.4,601.0,a,,,1.0,EVE,False,,1.0,4.406475855414974,4.41,0.6784615384615384
368,Szoboszlai,424876.jpg,Liverpool,LIV,MID,7.0,44.1,160,3232,6,7,0.0,4.4,260.9,867.8,1324.6,417.0,a,,,1.0,NEW,False,,1.0,4.414711190038822,4.41,0.63
165,João Pedro,475168.jpg,Chelsea,CHE,FWD,7.5,55.7,177,2658,15,9,0.0,5.1,212.1,758.4,456.6,909.0,a,,,1.0,FUL,False,,1.0,4.39570545298281,4.4,0.5866666666666667
261,Iwobi,153133.jpg,Fulham,FUL,MID,5.5,0.9,103,2420,4,3,0.0,3.6,159.4,511.2,739.4,343.0,a,,,1.0,CHE,True,,1.0,4.397168080796504,4.4,0.8
222,Strand Larsen,247412.jpg,Crystal Palace,CRY,FWD,6.0,0.6,75,2301,4,1,0.0,2.1,91.5,265.2,203.1,469.0,a,,,1.0,EVE,False,,1.0,4.387319316982583,4.39,0.7316666666666666
435,Lacey,576628.jpg,Man Utd,MUN,MID,5.0,0.1,3,40,0,0,0.0,1.0,1.7,4.0,2.1,16.0,a,,,1.0,HUL,False,,1.0,4.2,4.2,0.8400000000000001
164,Quenda,593117.jpg,Chelsea,CHE,MID,5.5,0.1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,a,,100.0,1.0,FUL,False,,1.0,4.2,4.2,0.7636363636363637
163,D.Essugo,491007.jpg,Chelsea,CHE,MID,4.5,0.2,1,26,0,0,0.0,0.3,1.6,11.4,2.1,2.0,a,,,1.0,FUL,False,,1.0,4.2,4.2,0.9333333333333333
134,Oriola,556637.jpg,Brighton,BHA,MID,4.5,0.2,1,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,a,,,1.0,AVL,True,,1.0,4.2,4.2,0.9333333333333333
246,Röhl,513466.jpg,Everton,EVE,MID,5.0,0.1,36,675,1,1,0.0,2.2,26.3,113.0,87.4,62.0,a,,,1.0,CRY,True,,1.0,4.2,4.2,0.8400000000000001
247,Hackney,244860.jpg,Everton,EVE,MID,5.5,0.3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,1.0,CRY,True,,1.0,4.2,4.2,0.7636363636363637
158,Gittens,463936.jpg,Chelsea,CHE,MID,6.0,0.1,25,486,0,2,0.0,1.6,31.3,93.0,130.4,91.0,a,,,1.0,FUL,False,,1.0,4.2,4.2,0.7000000000000001
405,N.Gonzalez,465694.jpg,Man City,MCI,MID,5.5,0.1,63,1561,1,0,0.0,2.5,61.5,309.8,234.1,72.0,a,,,1.0,BOU,True,,1.0,4.2,4.2,0.7636363636363637
404,Reijnders,433036.jpg,Man City,MCI,MID,6.0,0.4,92,1623,5,3,0.0,3.3,111.2,340.0,347.8,435.0,a,,,1.0,BOU,True,,1.0,4.2,4.2,0.7000000000000001
403,Savinho,510281.jpg,Man City,MCI,MID,6.5,0.1,43,817,1,2,0.0,1.8,65.8,138.6,198.4,321.0,a,,,1.0,BOU,True,,1.0,4.2,4.2,0.6461538461538462
263,Kevin,560552.jpg,Fulham,FUL,MID,5.5,0.1,49,1030,1,3,0.0,1.9,70.4,216.0,246.6,243.0,a,,,1.0,CHE,True,,1.0,4.2,4.2,0.7636363636363637
77,Adli,489888.jpg,Bournemouth,BOU,MID,5.0,0.2,67,1074,3,2,0.0,2.2,76.1,272.6,235.9,260.0,a,,,1.0,MCI,False,,1.0,4.2,4.2,0.8400000000000001
76,Tóth.A,614574.jpg,Bournemouth,BOU,MID,5.0,0.0,8,135,0,0,0.0,0.9,9.6,18.6,60.2,18.0,a,,,1.0,MCI,False,,1.0,4.2,4.2,0.8400000000000001
399,Cherki,466052.jpg,Man City,MCI,MID,7.5,9.0,135,1772,4,13,0.0,4.1,218.1,604.2,996.6,579.0,a,,,1.0,BOU,True,,1.0,4.2,4.2,0.56
157,Estêvão,624773.jpg,Chelsea,CHE,MID,6.5,1.7,58,839,2,5,0.0,2.6,72.6,183.4,230.9,314.0,a,,,1.0,FUL,False,,1.0,4.2,4.2,0.6461538461538462
409,Mukasa,590039.jpg,Man City,MCI,MID,4.5,0.1,2,25,0,0,0.0,1.0,3.7,4.2,28.3,4.0,a,,,1.0,BOU,True,,1.0,4.2,4.2,0.9333333333333333
211,Yeremy,488024.jpg,Crystal Palace,CRY,MID,5.5,0.2,77,2074,2,2,0.0,2.3,141.4,325.8,718.4,371.0,a,,,1.0,EVE,False,,1.0,4.2,4.2,0.7636363636363637
462,Steur,636852.jpg,Newcastle,NEW,MID,5.0,0.1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,1.0,LIV,True,,1.0,4.2,4.2,0.8400000000000001
221,Drakes-Thomas,672492.jpg,Crystal Palace,CRY,MID,4.5,0.1,2,7,0,0,0.0,1.0,0.3,1.4,1.0,0.0,a,,,1.0,EVE,False,,1.0,4.2,4.2,0.9333333333333333
461,Touré,611665.jpg,Newcastle,NEW,MID,6.0,0.3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,1.0,LIV,True,,1.0,4.2,4.2,0.7000000000000001
343,James,200617.jpg,Leeds,LEE,MID,5.0,0.1,23,547,0,0,0.0,1.2,33.9,70.8,133.1,133.0,a,,,1.0,NFO,False,,1.0,4.2,4.2,0.8400000000000001
127,Gomez,514254.jpg,Brighton,BHA,MID,5.0,2.2,97,2117,5,1,0.0,3.0,119.0,438.2,319.7,432.0,a,,,1.0,AVL,True,,1.0,4.2,4.2,0.8400000000000001
184,Grimes,168144.jpg,Coventry City,COV,MID,5.0,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,1.0,ARS,False,,1.0,4.2,4.2,0.8400000000000001
185,Sakamoto,501459.jpg,Coventry City,COV,MID,5.0,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,1.0,ARS,False,,1.0,4.2,4.2,0.8400000000000001
186,Mason-Clark,241293.jpg,Coventry City,COV,MID,5.5,0.3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,1.0,ARS,False,,1.0,4.2,4.2,0.7636363636363637
187,Eccles,439668.jpg,Coventry City,COV,MID,5.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,1.0,ARS,False,,1.0,4.2,4.2,0.8400000000000001
188,Torp,226965.jpg,Coventry City,COV,MID,5.5,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,1.0,ARS,False,,1.0,4.2,4.2,0.7636363636363637
483,Ndoye,456512.jpg,Nott'm Forest,NFO,MID,5.5,0.5,50,1167,1,2,0.0,2.1,56.6,166.4,217.7,180.0,a,,,1.0,LEE,True,,1.0,4.2,4.2,0.7636363636363637
189,Shepherd,684268.jpg,Coventry City,COV,MID,4.5,0.3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,1.0,ARS,False,,1.0,4.2,4.2,0.9333333333333333
190,Tchaouna,469272.jpg,Coventry City,COV,MID,5.5,0.1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,1.0,ARS,False,,1.0,4.2,4.2,0.7636363636363637
484,Hutchinson,503301.jpg,Nott'm Forest,NFO,MID,5.5,0.2,82,1676,1,7,0.0,2.6,121.6,333.6,527.1,356.0,a,,,1.0,LEE,True,,1.0,4.2,4.2,0.7636363636363637
191,Borges Rodrigues,492498.jpg,Coventry City,COV,MID,4.5,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,1.0,ARS,False,,1.0,4.2,4.2,0.9333333333333333
485,Bakwa,476887.jpg,Nott'm Forest,NFO,MID,5.5,0.0,26,549,0,2,0.0,1.9,35.6,86.4,178.8,95.0,a,,,1.0,LEE,True,,1.0,4.2,4.2,0.7636363636363637
192,Andrews,629397.jpg,Coventry City,COV,MID,4.5,0.7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,1.0,ARS,False,,1.0,4.2,4.2,0.9333333333333333
565,Sangaré,513545.jpg,Brentford,BRE,MID,5.5,1.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,1.0,TOT,True,,1.0,4.2,4.2,0.7636363636363637
135,Yohanna,700308.jpg,Brighton,BHA,MID,5.0,0.1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,1.0,AVL,True,,1.0,4.2,4.2,0.8400000000000001
559,Bamba,632794.jpg,Newcastle,NEW,MID,5.0,0.1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,1.0,LIV,True,,1.0,4.2,4.2,0.8400000000000001
558,Schlager,204561.jpg,Nott'm Forest,NFO,MID,5.0,0.1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,1.0,LEE,True,,1.0,4.2,4.2,0.8400000000000001
438,Fletcher,519913.jpg,Man Utd,MUN,MID,4.5,0.3,2,17,0,0,0.0,1.0,0.3,0.8,3.0,0.0,a,,,1.0,HUL,False,,1.0,4.2,4.2,0.9333333333333333
437,Bendito Mantato,576620.jpg,Man Utd,MUN,MID,4.5,0.2,1,15,0,0,0.0,1.0,1.4,2.2,11.7,0.0,a,,,1.0,HUL,False,,1.0,4.2,4.2,0.9333333333333333
575,Yirenkyi,661888.jpg,Coventry City,COV,MID,5.0,0.1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,1.0,ARS,False,,1.0,4.2,4.2,0.8400000000000001
341,Gnonto,492859.jpg,Leeds,LEE,MID,5.0,0.1,32,521,0,3,0.0,1.4,27.5,85.2,129.3,61.0,a,,,1.0,NFO,False,,1.0,4.2,4.2,0.8400000000000001
72,Gannon-Doak,496208.jpg,Bournemouth,BOU,MID,5.0,0.1,11,105,0,1,0.0,1.4,8.9,32.4,17.8,39.0,a,,,1.0,MCI,False,,1.0,4.2,4.2,0.8400000000000001
20,Dowman,616077.jpg,Arsenal,ARS,MID,5.5,0.2,16,152,1,1,0.0,2.7,16.6,45.2,55.5,65.0,a,,,1.0,COV,True,,1.0,4.2,4.2,0.7636363636363637
576,Stroud,608227.jpg,Hull City,HUL,MID,5.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,1.0,MUN,True,,1.0,4.2,4.2,0.8400000000000001
369,Ngumoha,611922.jpg,Liverpool,LIV,MID,6.0,1.5,43,547,2,1,0.0,2.3,60.1,176.0,222.8,203.0,a,,,1.0,NEW,False,,1.0,4.2,4.2,0.7000000000000001
542,E.Le Fée,484420.jpg,Sunderland,SUN,MID,6.0,12.8,147,2930,5,6,0.0,4.1,186.9,725.8,816.4,324.0,a,,,1.0,IPS,False,,1.0,4.2,4.2,0.7000000000000001
543,Diarra,547027.jpg,Sunderland,SUN,MID,5.5,0.1,65,1403,2,6,0.0,3.2,53.9,166.2,153.8,234.0,a,,,1.0,IPS,False,,1.0,4.2,4.2,0.7636363636363637
309,Núñez,501390.jpg,Ipswich Town,IPS,MID,5.0,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,1.0,SUN,True,,1.0,4.2,4.2,0.8400000000000001
544,Xhaka,84450.jpg,Sunderland,SUN,MID,5.5,5.3,124,2901,1,6,0.0,3.6,138.1,685.0,595.3,101.0,a,,,1.0,IPS,False,,1.0,4.2,4.2,0.7636363636363637
545,Sadiki,577669.jpg,Sunderland,SUN,MID,5.0,0.4,80,2891,0,2,0.0,2.4,84.6,347.6,333.3,162.0,a,,,1.0,IPS,False,,1.0,4.2,4.2,0.8400000000000001
557,Tzolis,439509.jpg,Arsenal,ARS,MID,6.5,3.6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,1.0,COV,True,,1.0,4.2,4.2,0.6461538461538462
324,Mehmeti,232457.jpg,Ipswich Town,IPS,MID,5.0,0.1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,1.0,SUN,True,,1.0,4.2,4.2,0.8400000000000001
562,Maeda,442967.jpg,Ipswich Town,IPS,MID,5.5,0.4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,1.0,SUN,True,,1.0,4.2,4.2,0.7636363636363637
571,Florentino,216055.jpg,Ipswich Town,IPS,MID,5.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,1.0,SUN,True,,1.0,4.2,4.2,0.8400000000000001
547,Mundle,461199.jpg,Sunderland,SUN,MID,5.0,0.0,14,399,0,0,0.0,1.0,12.7,29.4,33.6,69.0,a,,,1.0,IPS,False,,1.0,4.2,4.2,0.8400000000000001
19,Zubimendi,481655.jpg,Arsenal,ARS,MID,5.5,1.5,133,2991,5,1,0.0,3.5,126.2,603.2,385.1,271.0,a,,,1.0,COV,True,,1.0,4.2,4.2,0.7636363636363637
42,Guessand,485337.jpg,Aston Villa,AVL,MID,5.5,0.0,44,909,1,3,0.0,2.1,42.0,159.4,76.6,187.0,a,,,1.0,BHA,False,,1.0,4.2,4.2,0.7636363636363637
17,Merino,195384.jpg,Arsenal,ARS,MID,6.0,1.1,67,1024,4,3,0.0,3.0,73.6,304.4,191.8,244.0,a,,,1.0,COV,True,,1.0,4.2,4.2,0.7000000000000001
345,Tanaka,248056.jpg,Leeds,LEE,MID,5.0,0.3,67,1307,2,1,0.0,2.4,63.6,224.2,307.6,104.0,a,,,1.0,NFO,False,,1.0,4.2,4.2,0.8400000000000001
335,Stach,466525.jpg,Leeds,LEE,MID,6.0,1.2,137,2369,5,6,0.0,4.7,188.8,650.0,921.4,315.0,a,,,1.0,NFO,False,,1.0,4.2,4.2,0.7000000000000001
336,Okafor,435997.jpg,Leeds,LEE,MID,6.0,0.7,109,1553,8,3,0.0,3.9,115.0,438.8,275.0,435.0,a,,,1.0,NFO,False,,1.0,4.2,4.2,0.7000000000000001
337,Aaronson,427637.jpg,Leeds,LEE,MID,5.5,0.8,126,2449,4,8,0.0,3.4,146.7,482.8,486.7,498.0,a,,,1.0,NFO,False,,1.0,4.2,4.2,0.7636363636363637
338,Ampadu,199598.jpg,Leeds,LEE,MID,5.5,1.6,134,3119,1,4,0.0,3.8,114.7,592.2,384.8,166.0,a,,,1.0,NFO,False,,1.0,4.2,4.2,0.7636363636363637
548,Rigg,554197.jpg,Sunderland,SUN,MID,5.0,0.1,36,758,1,1,0.0,2.0,36.0,114.6,142.8,103.0,a,,,1.0,IPS,False,,1.0,4.2,4.2,0.8400000000000001
549,Talbi,549912.jpg,Sunderland,SUN,MID,5.5,0.2,83,1553,4,2,0.0,3.0,69.1,238.8,211.5,245.0,a,,,1.0,IPS,False,,1.0,4.2,4.2,0.7636363636363637
550,Jocelin.T,699989.jpg,Sunderland,SUN,MID,5.0,0.0,1,38,0,0,0.0,1.0,1.0,3.4,4.3,2.0,a,,,1.0,IPS,False,,1.0,4.2,4.2,0.8400000000000001
551,Angulo,536661.jpg,Sunderland,SUN,MID,5.0,0.1,13,401,0,0,0.0,1.6,17.8,45.4,44.3,89.0,a,,,1.0,IPS,False,,1.0,4.2,4.2,0.8400000000000001
344,Gruev,486520.jpg,Leeds,LEE,MID,5.0,0.0,56,1318,0,4,0.0,2.4,43.2,199.4,171.0,64.0,a,,,1.0,NFO,False,,1.0,4.2,4.2,0.8400000000000001
340,Gelhardt,462635.jpg,Leeds,LEE,MID,5.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,1.0,NFO,False,,1.0,4.2,4.2,0.8400000000000001
574,Hjertø-Dahl,552946.jpg,Hull City,HUL,MID,5.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,1.0,MUN,True,,1.0,4.2,4.2,0.8400000000000001
366,Wirtz,494595.jpg,Liverpool,LIV,MID,7.5,14.2,125,2374,5,4,0.0,3.8,210.0,526.4,908.2,665.0,a,,,1.0,NEW,False,,1.0,4.2,4.2,0.56
525,Fernandes,551226.jpg,Spurs,TOT,MID,6.0,3.0,135,3017,3,4,0.0,3.8,146.3,657.2,622.8,183.0,a,,,1.0,BRE,False,,1.0,4.2,4.2,0.7000000000000001
51,George Hemmings,577285.jpg,Aston Villa,AVL,MID,4.5,0.3,2,25,0,0,0.0,1.0,0.3,0.0,1.7,2.0,a,,,1.0,BHA,False,,1.0,4.2,4.2,0.9333333333333333
293,Kamara,490161.jpg,Hull City,HUL,MID,5.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,1.0,MUN,True,,1.0,4.2,4.2,0.8400000000000001
290,Slater,243413.jpg,Hull City,HUL,MID,4.5,2.1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,1.0,MUN,True,,1.0,4.2,4.2,0.9333333333333333
381,Koumas,514514.jpg,Liverpool,LIV,MID,5.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,1.0,NEW,False,,1.0,4.2,4.2,0.8400000000000001
289,Crooks,101282.jpg,Hull City,HUL,MID,4.5,0.7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,1.0,MUN,True,,1.0,4.2,4.2,0.9333333333333333
160,Garnacho,493105.jpg,Aston Villa,AVL,MID,6.0,0.9,56,1261,1,4,0.0,2.3,100.5,211.4,405.3,399.0,a,,,1.0,BHA,False,,1.0,4.2,4.2,0.7000000000000001
563,Morita,445028.jpg,Hull City,HUL,MID,5.0,0.1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,1.0,MUN,True,,1.0,4.2,4.2,0.8400000000000001
288,Dowell,171270.jpg,Hull City,HUL,MID,4.5,0.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,1.0,MUN,True,,1.0,4.2,4.2,0.9333333333333333
54,Gomes,448089.jpg,Aston Villa,AVL,MID,5.5,0.3,85,2207,1,1,0.0,3.0,102.0,486.6,353.4,176.0,a,,,1.0,BHA,False,,1.0,4.2,4.2,0.7636363636363637
53,Manzambi,614071.jpg,Aston Villa,AVL,MID,6.0,2.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,1.0,BHA,False,,1.0,4.2,4.2,0.7000000000000001
287,Millar,232905.jpg,Hull City,HUL,MID,5.0,0.1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,1.0,MUN,True,,1.0,4.2,4.2,0.8400000000000001
292,Ömür,208481.jpg,Hull City,HUL,MID,5.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,1.0,MUN,True,,1.0,4.2,4.2,0.8400000000000001
52,Alysson,653481.jpg,Aston Villa,AVL,MID,5.0,0.0,3,47,0,0,0.0,1.0,1.5,3.2,3.5,10.0,a,,,1.0,BHA,False,,1.0,4.2,4.2,0.8400000000000001
286,Belloumi,540324.jpg,Hull City,HUL,MID,5.0,0.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,1.0,MUN,True,,1.0,4.2,4.2,0.8400000000000001
50,Burrowes,645618.jpg,Aston Villa,AVL,MID,4.5,0.8,1,16,0,0,0.0,1.0,0.0,0.0,0.3,0.0,a,,,1.0,BHA,False,,1.0,4.2,4.2,0.9333333333333333
570,Palacios,571779.jpg,Fulham,FUL,MID,5.5,0.1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,1.0,CHE,True,,1.0,4.2,4.2,0.7636363636363637
67,Rayan,499604.jpg,Bournemouth,BOU,MID,6.5,3.4,67,1110,5,2,0.0,4.5,75.3,277.6,211.9,263.0,a,,,1.0,MCI,False,,1.0,4.2,4.2,0.6461538461538462
296,Akintola,213292.jpg,Hull City,HUL,MID,5.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,1.0,MUN,True,,1.0,4.2,4.2,0.8400000000000001
377,Munoz,551499.jpg,Liverpool,LIV,MID,6.5,0.8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,1.0,NEW,False,,1.0,4.2,4.2,0.6461538461538462
375,Nyoni,591386.jpg,Liverpool,LIV,MID,5.0,0.1,6,21,0,0,0.0,1.0,2.1,4.2,13.4,4.0,a,,,1.0,NEW,False,,1.0,4.2,4.2,0.8400000000000001
136,Welbeck,50175.jpg,Chelsea,CHE,FWD,6.0,2.6,126,2249,13,1,0.0,3.4,168.2,578.8,309.7,803.0,a,,,1.0,FUL,False,,1.0,4.188911447151404,4.19,0.6983333333333334
226,Pickford,111234.jpg,Everton,EVE,GKP,5.5,8.8,135,3420,0,0,0.0,3.6,90.8,885.2,20.3,2.0,a,,,1.0,CRY,True,,1.0,4.157894736842105,4.16,0.7563636363636363
391,Gvardiol,477424.jpg,Man City,MCI,DEF,5.5,13.5,79,1370,2,2,0.0,4.4,69.8,369.0,109.5,218.0,a,,,1.0,BOU,True,,1.0,4.112599445363314,4.11,0.7472727272727273
16,Madueke,248857.jpg,Arsenal,ARS,MID,6.5,0.4,72,1205,3,1,0.0,2.8,101.3,257.4,352.8,404.0,a,,,1.0,COV,True,,1.0,4.100876846024485,4.1,0.6307692307692307
79,Evanilson,444102.jpg,Bournemouth,BOU,FWD,6.0,2.1,115,2741,6,7,0.0,3.2,155.5,350.6,397.9,809.0,a,,,1.0,MCI,False,,1.0,4.0923842933282275,4.09,0.6816666666666666
18,Martinelli,444145.jpg,Arsenal,ARS,MID,6.5,0.3,57,1065,1,5,0.0,1.9,79.0,204.6,202.2,390.0,a,,,1.0,COV,True,,1.0,4.025236662249069,4.03,0.62
463,Woltemade,470313.jpg,Newcastle,NEW,FWD,6.0,1.7,108,1896,8,4,0.0,3.3,117.5,447.2,314.4,425.0,a,,,1.0,LIV,True,,1.0,4.0,4.0,0.6666666666666666
569,García,551466.jpg,Fulham,FUL,FWD,6.0,1.6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,1.0,CHE,True,,1.0,4.0,4.0,0.6666666666666666
441,Obi,596047.jpg,Man Utd,MUN,FWD,4.5,1.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,1.0,HUL,False,,1.0,4.0,4.0,0.8888888888888888
249,Barry,586309.jpg,Everton,EVE,FWD,5.5,0.9,95,1898,8,0,0.0,2.5,102.5,341.0,207.7,501.0,a,,,1.0,CRY,True,,1.0,4.0,4.0,0.7272727272727273
347,Nmecha,174594.jpg,Leeds,LEE,FWD,5.5,0.6,73,1065,6,1,0.0,2.4,87.8,290.4,153.5,434.0,a,,,1.0,NFO,False,,1.0,4.0,4.0,0.7272727272727273
348,Piroe,235826.jpg,Leeds,LEE,FWD,5.0,0.5,17,244,0,0,0.0,1.1,16.5,13.6,38.1,120.0,a,,,1.0,NFO,False,,1.0,4.0,4.0,0.8
321,Walle Egeli,557012.jpg,Ipswich Town,IPS,FWD,4.5,2.1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,1.0,SUN,True,,1.0,4.0,4.0,0.8888888888888888
320,Akpom,147675.jpg,Ipswich Town,IPS,FWD,5.0,0.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,1.0,SUN,True,,1.0,4.0,4.0,0.8
316,Emersonn,543968.jpg,Ipswich Town,IPS,FWD,5.5,0.3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,1.0,SUN,True,,1.0,4.0,4.0,0.7272727272727273
193,Wright,176412.jpg,Coventry City,COV,FWD,5.5,1.7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,1.0,ARS,False,,1.0,4.0,4.0,0.7272727272727273
194,Thomas-Asante,230730.jpg,Coventry City,COV,FWD,5.0,0.8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,1.0,ARS,False,,1.0,4.0,4.0,0.8
195,Simms,218997.jpg,Coventry City,COV,FWD,5.0,0.6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,1.0,ARS,False,,1.0,4.0,4.0,0.8
196,Markelo,551262.jpg,Coventry City,COV,FWD,5.0,0.1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,1.0,ARS,False,,1.0,4.0,4.0,0.8
272,Kusi-Asare,631786.jpg,Fulham,FUL,FWD,4.5,7.6,6,49,0,0,0.0,0.9,2.3,3.2,12.0,8.0,a,,,1.0,CHE,True,,1.0,4.0,4.0,0.8888888888888888
298,Destan,500957.jpg,Hull City,HUL,FWD,4.5,2.4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,1.0,MUN,True,,1.0,4.0,4.0,0.8888888888888888
295,McBurnie,169432.jpg,Hull City,HUL,FWD,5.5,1.6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,1.0,MUN,True,,1.0,4.0,4.0,0.7272727272727273
553,Isidor,437505.jpg,Sunderland,SUN,FWD,5.5,1.2,74,1148,6,1,0.0,2.3,71.5,242.0,30.4,444.0,a,,,1.0,IPS,False,,1.0,4.0,4.0,0.7272727272727273
56,Abraham,173879.jpg,Aston Villa,AVL,FWD,5.5,0.2,23,278,2,0,0.0,1.9,27.1,87.2,49.2,136.0,a,,100.0,1.0,BHA,False,,1.0,4.0,4.0,0.7272727272727273
81,Rodríguez,561245.jpg,Bournemouth,BOU,FWD,6.0,0.3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,1.0,MCI,False,,1.0,4.0,4.0,0.6666666666666666
552,Brobbey,441264.jpg,Sunderland,SUN,FWD,6.0,17.3,92,1920,7,2,0.0,3.0,106.7,333.4,200.5,552.0,a,,,1.0,IPS,False,,1.0,4.0,4.0,0.6666666666666666
107,Furo,593174.jpg,Brentford,BRE,FWD,4.5,0.8,1,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,a,,,1.0,TOT,True,,1.0,4.0,4.0,0.8888888888888888
